Nomination ID,SurveyName,Canopy School ID,Governance Descriptor (from Nominations) (from Official School Name)
Nominator_2019-03_Charter School Growth Fund_Impact | Puget Sound Elementary,Nominator_2019-03,101,"Public charter school, Public charter school, Public charter school"
Nominator_2020-11_NewSchools Venture Fund_Impact | Puget Sound Elementary,Nominator_2020-11,101,"Public charter school, Public charter school, Public charter school"
Nominator_2022-11_NewSchools Venture Fund_Impact | Puget Sound Elementary,Nominator_2022-11,101,"Public charter school, Public charter school, Public charter school"
Nominator_2019-03_Big Picture Learning_Innovations High School,Nominator_2019-03,102,Public district school
Nominator_2020-08_Big Picture Learning_Innovations High School,Nominator_2020-08,102,Public district school
Nominator_2019-03_EdSurge_[Non-Operating School] Iroquois High School,Nominator_2019-03,103,Public district school
Nominator_2019-03_Connecticut Center for School Change_John Barry Elementary School,Nominator_2019-03,104,Public district school
Nominator_2019-03_Utah State Board of Education_Juab High School,Nominator_2019-03,105,Public district school
Nominator_2019-03_Evergreen Education Group_[Non-Operating School] Kent Innovation High School,Nominator_2019-03,106,Public district school
Nominator_2019-03_Michigan Virtual_[Non-Operating School] Kent Innovation High School,Nominator_2019-03,106,Public district school
Nominator_2020-11_EmpowerK12_Ketcham,Nominator_2020-11,107,
Nominator_2019-03_Overdeck Family Foundation_Ketcham,Nominator_2019-03,107,
Nominator_2019-03_Institute for Personalized Learning_Kettle Moraine Explore,Nominator_2019-03,108,"Public charter school, Public charter school"
Nominator_2019-03_Make Learning Personal_Kettle Moraine Explore,Nominator_2019-03,108,"Public charter school, Public charter school"
Nominator_2019-03_Barr Foundation_KIPP Academy Lynn Collegiate,Nominator_2019-03,109,"Public charter school, Public charter school"
Nominator_2022-11_Center on Reinventing Public Education_KIPP Academy Lynn Collegiate,Nominator_2022-11,109,"Public charter school, Public charter school"
Nominator_2019-03_Raise Your Hand Texas_KIPP Liberation,Nominator_2019-03,110,Public charter school
Nominator_2020-08_Big Picture Learning_Latitude High School,Nominator_2020-08,111,"Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school"
Nominator_2022-11_Big Picture Learning_Latitude High School,Nominator_2022-11,111,"Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school"
Nominator_2025-10_National Charter Schools Institute_Latitude High School,Nominator_2025-10,111,"Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school"
Nominator_2022-11_NewSchools Venture Fund_Latitude High School,Nominator_2022-11,111,"Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school"
Nominator_2019-03_Rogers Family Foundation_Latitude High School,Nominator_2019-03,111,"Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school"
Nominator_2020-11_Springpoint Schools_Latitude High School,Nominator_2020-11,111,"Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school"
Nominator_2019-03_XQ Institute_Latitude High School,Nominator_2019-03,111,"Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school, Public district school, Public charter school, Public charter school"
Nominator_2019-03_Moonshot EdVentures_[Non-Operating School] Launch Network at Stedman Elementary,Nominator_2019-03,112,Public district school
Nominator_2019-03_ReSchool Colorado_[Non-Operating School] Launch Network at Stedman Elementary,Nominator_2019-03,112,Public district school
Nominator_2019-03_South Carolina Department of Education Office of Personalized Learning_Lexington 4 Early Childhood Center,Nominator_2019-03,113,
Nominator_2019-03_Chan Zuckerberg Initiative_Liberty Elementary School,Nominator_2019-03,114,
Nominator_2019-03_Illinois State Board of Education_Lincoln Middle School (IL),Nominator_2019-03,115,
Nominator_2019-03_Transcend_Lindsay Unified High School,Nominator_2019-03,116,"Public district school, Public district school"
Nominator_2024-10_Transcend_Lindsay Unified High School,Nominator_2024-10,116,"Public district school, Public district school"
Nominator_2019-03_Rogers Family Foundation_Lodestar,Nominator_2019-03,117,Public charter school
Nominator_2019-03_Utah State Board of Education_Logan Innovations,Nominator_2019-03,118,Public district school
Nominator_2019-03_Global Teaching Project_Madison Palmer High School,Nominator_2019-03,119,Public district school
Nominator_2019-03_Next Generation Learning Challenges_Magnolia Montessori For All,Nominator_2019-03,120,Public charter school
Nominator_2019-03_Illinois State Board of Education_Manual Academy,Nominator_2019-03,121,
Nominator_2019-03_Barr Foundation_Map Academy Charter School,Nominator_2019-03,122,"Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2024-10_Center on Reinventing Public Education_Map Academy Charter School,Nominator_2024-10,122,"Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2021-12_Clayton Christensen Institute_Map Academy Charter School,Nominator_2021-12,122,"Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2023-11_Clayton Christensen Institute_Map Academy Charter School,Nominator_2023-11,122,"Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2022-11_Clayton Christensen Institute_Map Academy Charter School,Nominator_2022-11,122,"Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school, Public charter school"
